0	1	0.9999546000702375151661556451632151265584980137646198272705078125
1	-9	-9.000045399929762484671214028963959208340384066104888916015625
2	41	40.999954600070237516196147709024444338865578174591064453125
3	-125.66666666666666667129259593593815225176513195037841796875	-125.666712066596429155096448226913707912899553775787353515625
4	291	290.9999546000702375092572538051172159612178802490234375
5	-542.333333333333333314829616256247390992939472198486328125	-542.333378733263095805572362451130175031721591949462890625
6	846.555555555555555524716027093745651654899120330810546875	846.555510155625793033973280898862867616117000579833984375
7	-1137.5714285714285713968507707249955274164676666259765625	-1137.571473971358333887593516919878311455249786376953125
8	1342.587301587301587435518968050018884241580963134765625	1342.5872561873718249447762218551361002027988433837890625
9	-1413.144620811287477835094250622205436229705810546875	-1413.1446662112172403258369968170882202684879302978515625
10	1342.587301587301587435518968050018884241580963134765625	1342.5872561873718249447762218551361002027988433837890625
11	-1162.6235369568702899822909557769889943301677703857421875	-1162.62358235680005247303370197187177836894989013671875
12	925.0521618299396078288765465913456864655017852783203125	925.05211643000984533813380039646290242671966552734375
13	-4250.787937471989454962795207393355667591094970703125	-4250.7879828719192172314933486632071435451507568359375
14	73938.640151273136524423534865491092205047607421875	73938.6401058732067639311935636214911937713623046875
15	-424986.172885234684827082674019038677215576171875	-424986.17293063461460178587003611028194427490234375
16	4564562.7578408578874586964957416057586669921875	4564562.75779545795785452355630695819854736328125
17	-20395220.44204136707776342518627643585205078125	-20395220.442086767006912850774824619293212890625
18	274022535.98800474786548875272274017333984375	274022535.98795934792724438011646270751953125
19	-90932128465.207452513277530670166015625	-90932128465.20749790966510772705078125
20	-45329052964.60972388088703155517578125	-45329052964.6097692809998989105224609375
21	-367925016230.994501888751983642578125	-367925016230.9945472776889801025390625
22	2283011235071.9936845302581787109375	2283011235071.9936392307281494140625
23	-113665233920703.07257843017578125	-113665233920703.07262420654296875
24	170504705413697.995361328125	170504705413697.9953155517578125
25	-4646032246133019.6123046875	-4646032246133019.6123046875
26	36319359352073597.45703125	36319359352073597.45703125
27	-637179451669289405.875	-637179451669289405.875
28	2788374845766953267.5	2788374845766953267.5
29	-29961429975876244476	-29961429975876244476
30	679617674493059781504	679617674493059781504
31	-12866892501732081770496	-12866892501732081770496
32	33699236229041846509568	33699236229041846509568
33	-431962051078697385951232	-431962051078697385951232
34	inf	inf
35	-nan	-nan
36	-nan	-nan
37	-nan	-nan
38	-nan	-nan
39	-nan	-nan
40	-nan	-nan
41	-nan	-nan
42	-nan	-nan
43	-nan	-nan
44	-nan	-nan
45	-nan	-nan
46	-nan	-nan
47	-nan	-nan
48	-nan	-nan
49	-nan	-nan
50	-nan	-nan
51	-nan	-nan
52	-nan	-nan
53	-nan	-nan
54	-nan	-nan
55	-nan	-nan
56	-nan	-nan
57	-nan	-nan
58	-nan	-nan
59	-nan	-nan
60	-nan	-nan
